feature,importance_gain,importance_split
turnover_rel_sw_l2,257.1087951660156,2
csi1500_mcap_coverage_ratio_lag5,256.7480010986328,2
short_pressure_lag1,254.96680450439453,3
sw_l2_ret_1_lag10,254.58190155029297,3
true_range_mean_20_z_lag10,253.9520034790039,3
sw_l2_mom20_rel_csi1500_ew_lag2,252.35130310058594,3
last_60m_ret,251.38500213623047,2
sw_l2_mom_5_rank_accel5,250.2165985107422,3
ret_20_rel_csi1500_ew_lag1,248.4807014465332,3
auc_o_vwap_ratio_lag9,247.73500061035156,1
beta_to_csi1500_mcap_20d_lag20,246.83140182495117,3
sw_l2_ret_std_20_lag3,246.5980987548828,3
sw_l2_ret_1_ind_rank,246.47000122070312,1
vwap_high_ratio_lag15,246.36199951171875,3
sw_l2_market_beta_ew_20d_lag1,244.38720321655273,3
true_range_mean_20_z_lag5,244.33660888671875,3
mv_prank_1500_lag3,243.9749984741211,3
afternoon_minus_morning_ret,242.02200317382812,2
ret_2_rel_csi1500_ew,240.17479705810547,3
hktech_ret_lag3,236.96389770507812,3
std_vwap_distance_lag5,236.70800018310547,2
csi1500_ew_down_ratio_lag2,232.55899810791016,2
crowdedness_lag10,232.50050354003906,3
csi1500_coverage_ratio_lag1,232.39100646972656,3
winner_rate_cs_rank,231.43090057373047,3
mkt_mf_inst_rate_lag2,229.6298065185547,2
vwap_high_ratio_lag5,228.5012969970703,2
sw_l2_mom_10_lag1,227.63059616088867,3
sw_l2_ret_rel_csi1500_mcap_lag3,227.5282974243164,3
sw_l2_ret_std_5_lag2,227.4520034790039,2
sw_l2_market_alpha_ew_5_lag2,227.21890258789062,2
sw_l2_mom5_rel_csi1500_mcap_lag1,225.9875946044922,3
sw_l2_amount_z_20_lag10,224.60549926757812,3
sw_l2_ret_1_lag3,223.8949966430664,2
morning_afternoon_corr,221.7050018310547,1
intraday_sign_changes,221.53400421142578,3
vwap_log_ret_5,219.97679901123047,2
vwap_high_ratio_lag20,218.63580322265625,2
oc_ret_rel_csi1500_mcap,214.26869201660156,2
ret_3_prank_1500_lag1,213.59629821777344,2
sw_l2_market_alpha_mcap_5_lag5,213.45209503173828,3
total_mv_z_lag3,212.09310150146484,2
ret_5_prank_1500_lag4,211.52620315551758,3
turnover_prank_1500,210.94399642944336,2
crowdedness_lag1,208.57460021972656,2
chip_density_lag5,208.40859985351562,3
weight_avg_z_lag20,207.4220962524414,2
sw_l2_market_alpha_mcap_5_lag1,206.2965087890625,2
csi1500_coverage_ratio_lag5,205.62090301513672,2
sw_l2_turnover_proxy_lag1,204.5092010498047,3
sw_l2_mom20_rel_mkt_rank_ma5,203.0333023071289,3
sw_l2_mom_3_lag5,201.11780548095703,3
sw_l2_ret_1_lag4,200.72749710083008,3
crowdedness,199.17520141601562,2
true_range_mean_5_z_lag3,198.63109588623047,2
ret_10_lag5,198.5363998413086,2
ret_vol_confirm,198.27389526367188,2
vol_over_sw_l2_vol_lag3,198.1282958984375,2
ret_vol_confirm_lag4,197.5197982788086,2
csi1500_mcap_ret_lag5,197.40460205078125,2
sw_l2_oc_ret,197.07269668579102,3
failure_pressure,196.48400115966797,2
sell_volume_ratio,195.83399963378906,1
exhaustion_risk,195.71849822998047,2
sw_l2_ret_rel_csi1500_ew_lag2,194.29240036010742,3
net_margin_flow_lag2,193.06310272216797,2
first_60m_range_lag3,187.52349853515625,2
ret_10_prank_1500_lag2,187.4983024597168,3
pct_bars_above_vwap,187.1165008544922,2
vol_comp_z_lag3,186.30269622802734,2
sell_volume_ratio_lag1,185.8721923828125,3
ret_5_prank_1500_lag15,185.25650024414062,2
oc_ret_cs_rank_lag15,185.11500549316406,1
vol_over_csi1500_mcap_vol_lag2,184.89949798583984,2
ret_20_rel_csi1500_mcap_lag1,184.5605010986328,2
vwap_log_ret_2_lag1,184.47799682617188,1
mkt_mf_inst_z_20,182.50770568847656,3
mkt_pos_rate_lag3,182.1718978881836,2
sw_l2_mom5_rel_csi1500_ew,181.777099609375,2
sw_l2_mom_2_rank,181.3987045288086,2
ret_2_rel_csi1500_ew_lag1,179.6479034423828,2
mkt_mf_retail_rate_lag3,179.22779846191406,2
mkt_mf_inst_rate,178.90859985351562,2
csi1500_mcap_coverage_ratio_lag2,178.7397003173828,2
buy_volume_ratio_lag1,178.54560089111328,2
vwap_close_z_lag7,177.74130249023438,2
turnover_f_cs_rank_lag8,176.9969940185547,1
sw_l2_mom_5_rank,176.08290100097656,2
sw_l2_range_z_20,174.91490173339844,2
sw_l2_mom_5_lag3,174.65070343017578,2
vwap_close_ratio_prank_1500,173.56859588623047,2
realized_vol_5m_lag5,172.53799438476562,1
sw_l2_amount_z_ind_rank_lag3,172.49410247802734,2
sw_l2_mom_5_ind_rank_lag1,172.40610122680664,2
sw_l2_mom_10_lag2,171.00350189208984,2
ret_1_cs_rank_lag1,170.47300720214844,1
sw_l2_mom_20_lag2,169.92479705810547,2
sw_l2_vol_z_20_lag10,169.89739608764648,2
ixic_ret_lag2,169.74569702148438,2
last_10m_ret,169.32990264892578,2
ret_10_rel_csi1500_ew_lag3,169.15839385986328,2
sw_l2_market_alpha_ew_5_lag5,168.7520980834961,2
oc_ret_cs_rank,167.88279724121094,2
first_5m_ret_lag1,165.54659271240234,2
sw_l2_ret_rel_csi1500_ew_lag3,164.32699584960938,2
ret_5_prank_1500_lag20,164.1623992919922,2
vwap_log_ret_5_lag15,163.17940521240234,2
ret_20_rel_csi1500_ew_lag20,162.6052017211914,2
csi1500_ew_gt_2pct_ratio_lag5,162.03810119628906,2
csi1500_ew_oc_ret_lag3,159.92350006103516,2
turnover_prank_60,159.56500244140625,1
ret_20_lag1,158.9759979248047,2
vwap_log_ret_20_lag1,158.71800231933594,2
ret_20_rel_csi1500_mcap_lag3,158.43560028076172,2
sw_l2_market_alpha_ew_5_lag1,156.3767967224121,2
chip_pressure,155.8014030456543,2
turnover_in_compression,155.5260009765625,1
sw_l2_amount_z_ind_rank_lag5,154.97530364990234,2
vwap_low_ratio_lag7,153.2031021118164,2
sw_l2_mom_5_ind_rank_lag2,153.0813980102539,2
max_10m_ret_lag1,153.0609016418457,2
csi1500_ew_ret_lag2,151.40039825439453,2
csi1500_mcap_ret,150.87990188598633,2
true_range_mean_5_z,148.81510162353516,2
ret_3_minus_ret_10_lag2,148.75880432128906,2
circ_mv_z_lag1,147.93299865722656,1
vol_over_csi1500_mcap_vol_lag3,147.42549896240234,2
ret_1_over_mkt_gt5_rate_lag15,146.59339904785156,2
vwap_close_ratio_lag15,146.5170021057129,2
sw_l2_ret_1_rank_ma5,146.42599868774414,2
vwap_z_lag8,145.85400390625,1
sw_l2_mom_3_rank_ma5,145.79000091552734,2
vwap_low_ratio_lag6,144.3209991455078,1
sw_l2_amount_z_20_lag1,143.86529922485352,2
ret_20_rel_csi1500_ew_lag3,143.6580047607422,1
sw_l2_turnover_z_20_lag10,142.95680236816406,2
sw_l2_ret_std_20_ind_rank_lag2,141.31829833984375,2
true_range_mean_10_z,140.60990142822266,2
ret_20_rel_csi1500_mcap_lag20,139.13499450683594,1
mkt_gt5_rate_lag5,138.15610122680664,2
sw_l2_mom20_rel_mkt_rank_accel5,137.05379486083984,2
close_to_low_lag7,136.4488067626953,2
amount_z_lag5,136.0760040283203,1
auc_c_range,136.0181007385254,2
sw_l2_ret_std_20_ind_rank_lag3,135.87329864501953,2
cost_95pct_z_lag5,135.83369827270508,2
sell_volume_ratio_lag3,133.98009872436523,2
sw_l2_mom_3_lag2,133.3394012451172,2
first_time_min,131.98959732055664,2
max_1m_volume_lag5,130.63800048828125,1
ret_5_rel_csi1500_ew_lag1,129.60699462890625,1
close_to_low_lag5,128.86599731445312,1
oc_ret_rel_csi1500_mcap_lag9,127.58000183105469,1
cost_50pct_z_lag1,126.71299743652344,1
sw_l2_ret_std_20_ind_rank_lag5,126.35399627685547,1
max_vwap_distance_lag2,125.46010208129883,2
close_to_high_cs_rank_lag2,124.48600006103516,1
ret_std_10_z_lag3,124.0009994506836,1
sw_l2_vol_z_20_lag5,123.78369903564453,2
last_60m_vwap_ratio,123.56900024414062,1
drawdown_duration,123.45899963378906,1
sw_l2_oc_ret_lag9,123.4557991027832,2
auc_c_range_lag9,121.8499984741211,1
ret_10_prank_1500_lag1,121.78600311279297,1
sw_l2_ret_std_5_lag5,121.64800262451172,1
ret_std_10_z,121.34400177001953,1
max_15m_ret_lag3,120.75900268554688,1
vwap_z_lag4,120.71600341796875,1
sw_l2_turnover_z_ind_rank,120.2699966430664,1
sw_l2_mom_10_rank_accel5,119.52819442749023,2
ret_1_lag15,119.21199798583984,1
close_to_high_cs_rank_lag5,118.7040023803711,1
turnover_f_cs_rank_lag1,118.2699966430664,1
ret_2_lag1,115.01899719238281,1
turnover_range_pressure_lag20,112.89700317382812,1
sw_l2_amount_z_20_lag3,112.48999786376953,1
realized_down_semivar_lag5,112.12699890136719,1
true_range_mean_10_z_lag2,111.1520004272461,1
min_15m_ret_lag5,110.81400299072266,1
cost_50pct_z_lag2,110.36599731445312,1
total_mv_z_lag20,109.8499984741211,1
min_10m_ret_lag5,109.52799987792969,1
vol,109.38300323486328,1
sell_volume_ratio_lag2,107.41500091552734,1
amt_rv_5_z,107.21600341796875,1
max_1m_volume_lag1,105.24299621582031,1
amt_rv_5_z_lag9,103.26899719238281,1
chip_pressure_lag1,103.19499969482422,1
ret_std_5_z_lag6,102.95899963378906,1
close_to_low_lag10,102.59200286865234,1
ret_1_lag2,102.16799926757812,1
vwap_high_ratio_lag1,101.99299621582031,1
ret_1_over_mkt_gt5_rate_lag3,100.7979965209961,1
sw_l2_ret_rel_csi1500_mcap_lag5,100.68199920654297,1
ret_5_rel_csi1500_mcap_lag5,100.19499969482422,1
first_1m_amount_ratio,99.90679931640625,1
auc_o_vwap_ratio_lag2,99.46710205078125,1
beta_to_sw_l2_20d_lag20,98.79959869384766,1
up_bar_ratio,97.83270263671875,1
mkt_gt3_rate_lag5,96.88349914550781,1
mkt_gt3_rate_lag3,96.70149993896484,1
ret_3_rel_csi1500_ew_lag2,96.42849731445312,1
ret_2_prank_1500_lag1,96.39099884033203,1
afternoon_minus_morning_ret_lag2,95.8469009399414,1
ret_1_over_mkt_gt5_rate_lag8,94.98650360107422,1
sw_l2_mom_20_ind_rank_lag3,94.54560089111328,1
circ_mv_cs_rank_lag2,92.75460052490234,1
sw_l2_mom5_rel_csi1500_mcap,92.69339752197266,1
auc_c_ret,92.6260986328125,1
sw_l2_mom_5_rank_ma5,91.5062026977539,1
cost_50pct_z_lag5,91.22470092773438,1
morning_ret_lag1,89.77519989013672,1
ret_1_over_mkt_gt5_rate_lag10,89.1272964477539,1
sw_l2_mom20_rel_csi1500_mcap_lag2,89.03880310058594,1
sw_l2_mom_5_ind_rank_lag3,88.89440155029297,1
ret_3_minus_ret_10,88.01280212402344,1
sw_l2_turnover_z_20,87.85050201416016,1
sw_l2_vol_z_20_lag1,87.83100128173828,1
minute_of_low,87.79779815673828,1
sw_l2_turnover_z_20_lag5,87.78620147705078,1
ret_2_rel_csi1500_mcap_lag5,87.5062026977539,1
sw_l2_ret_1_ind_rank_lag3,87.4104995727539,1
ret_20_rel_csi1500_mcap_lag2,86.8655014038086,1
sw_l2_amount_z_20,86.24330139160156,1
vwap_log_ret_5_lag2,85.39089965820312,1
short_pressure_lag5,84.70069885253906,1
ret_3_minus_ret_10_lag5,84.23090362548828,1
vwap_imbalance_lag9,83.83350372314453,1
min_5m_ret_lag5,83.1238021850586,1
vwap_log_ret_10,82.95099639892578,1
rqye_z,82.55130004882812,1
sw_l2_vol_z_20_lag3,82.13909912109375,1
cost_5pct_z_lag20,82.04170227050781,1
vwap_high_ratio_lag10,81.98149871826172,1
vol_prank_1500_lag7,81.0459976196289,1
sw_l2_ret_1_lag2,80.93939971923828,1
rqchl_z_lag20,80.62149810791016,1
max_1m_volume,80.16580200195312,1
oc_ret_rel_csi1500_ew_lag4,80.1395034790039,1
ret_2_rel_csi1500_mcap_lag1,80.0905990600586,1
sw_l2_turnover_z_ind_rank_lag2,80.04720306396484,1
last_10m_range_lag1,79.83879852294922,1
auc_c_vwap_ratio_lag15,79.72679901123047,1
sw_l2_mom5_rel_mkt_rank_ma5,78.82279968261719,1
last_5m_ret,78.5426025390625,1
sw_l2_mom20_rel_mkt_rank,78.34950256347656,1
vol_over_sw_l2_vol,77.5208969116211,1
close_to_high_lag4,77.1415023803711,1
sw_l2_amount_z_20_lag5,77.0896987915039,1
sw_l2_mom_2_lag2,76.59609985351562,1
realized_kurtosis_lag2,76.56919860839844,1
sw_l2_ret_rel_csi1500_ew_lag5,76.49610137939453,1
amount_z_lag15,75.90950012207031,1
vwap_close_z_lag9,75.8489990234375,1
circ_mv,75.70059967041016,1
vol_over_sw_l2_vol_lag1,75.52549743652344,1
csi1500_ew_up_ratio_lag1,75.05329895019531,1
oc_ret_rel_csi1500_ew,74.99600219726562,1
margin_pressure_lag5,74.78589630126953,1
sw_l2_ret_1_lag5,74.51460266113281,1
sw_l2_mom_10_rank,74.50309753417969,1
oc_ret_cs_rank_lag10,74.4822006225586,1
ret_1_over_mkt_gt5_rate_lag5,74.3677978515625,1
sw_l2_mom_5_lag5,73.76920318603516,1
sw_l2_turnover_z_20_lag3,73.37049865722656,1
vwap_imbalance_lag4,72.93609619140625,1
total_mv_z_lag10,72.26380157470703,1
ret_1_rel_csi1500_mcap_lag1,71.80560302734375,1
realized_semivar_imbalance,71.49099731445312,1
vol_over_csi1500_ew_vol_lag5,71.46839904785156,1
sw_l2_mom_5_ind_rank_lag5,71.17140197753906,1
short_pressure_lag10,71.10099792480469,1
chip_density_lag10,70.49970245361328,1
csi1500_mcap_ret_lag2,70.49839782714844,1
sw_l2_mom5_rel_csi1500_ew_lag3,70.1187973022461,1
amount_concentration_top3,69.33070373535156,1
ret_5_prank_1500_lag8,69.2083969116211,1
sw_l2_mom20_rel_csi1500_mcap_lag1,69.19770050048828,1
true_range_mean_20_z_lag3,68.68170166015625,1
vwap_low_ratio_lag10,68.28309631347656,1
csi1500_mcap_ret_lag3,67.60299682617188,1
sw_l2_mom_3_lag3,66.4301986694336,1
ret_5_lag3,66.1676025390625,1
winner_rate_lag1,65.99040222167969,1
ret_5_lag1,65.3302001953125,1
sw_l2_ret_std_5_lag3,65.2656021118164,1
total_mv_z_lag5,64.96820068359375,1
amt_rv_20_z_lag5,64.82489776611328,1
circ_mv_cs_rank_lag5,64.65709686279297,1
sw_l2_mom_20_rank,64.4457015991211,1
vwap_log_ret_5_lag3,63.041099548339844,1
chip_pressure_lag3,62.932701110839844,1
vwap_imbalance_lag2,62.62580108642578,1
ret_1_over_mkt_gt5_rate_lag2,62.481300354003906,1
vwap_low_ratio_lag9,62.234798431396484,1
sw_l2_mom_2_rank_ma5,61.48030090332031,1
sw_l2_mom_20_rank_ma5,61.349300384521484,1
ret_vol_confirm_lag15,60.76409912109375,1
max_15m_ret_lag5,60.74800109863281,1
ret_1_over_mkt_gt5_rate_lag9,60.3406982421875,1
sw_l2_amount_z_ind_rank_lag2,59.601898193359375,1
sw_l2_mom20_rel_csi1500_mcap_lag3,59.4286994934082,1
ret_3_lag5,59.2593994140625,1
sw_l2_oc_ret_lag6,59.06890106201172,1
vwap_imbalance_lag20,58.8739013671875,1
chip_pressure_lag2,58.04399871826172,1
ret_1_cs_rank,57.345001220703125,1
max_vwap_distance_lag1,56.738800048828125,1
vwap_z_lag7,55.49359893798828,1
ret_1_rel_csi1500_ew_lag7,55.40449905395508,1
sw_l2_mom5_rel_csi1500_mcap_lag2,55.162498474121094,1
ret_20_rel_csi1500_ew_lag10,54.19169998168945,1
amount_z,54.00519943237305,1
ret_3_prank_1500,53.3661994934082,1
net_margin_flow_lag5,51.60380172729492,1
sw_l2_turnover_z_ind_rank_lag3,51.26459884643555,1
ret_5_rel_sw_l2,51.03689956665039,1
sw_l2_ret_1_lag7,47.09659957885742,1
max_consecutive_up_bars_lag2,0.0,0
max_consecutive_down_bars_lag1,0.0,0
first_10m_range,0.0,0
first_5m_vwap_ratio,0.0,0
rzmre_z_lag5,0.0,0
rqyl_z_lag1,0.0,0
rqyl_z_lag5,0.0,0
short_pressure_lag2,0.0,0
ret_3_rel_csi1500_mcap,0.0,0
max_consecutive_up_bars_lag1,0.0,0
ret_2_rel_csi1500_mcap,0.0,0
ret_1_rel_csi1500_ew_lag1,0.0,0
volume_curve_skew,0.0,0
realized_kurtosis,0.0,0
ret_1_rel_csi1500_ew_lag6,0.0,0
vwap_recovery_ratio,0.0,0
cost_15pct_z_lag20,0.0,0
ret_3_rel_csi1500_ew_lag5,0.0,0
ret_3_rel_csi1500_mcap_lag5,0.0,0
short_pressure_lag20,0.0,0
sw_l2_mom_20_rank_accel5,0.0,0
sw_l2_ret_rel_mkt_rank_ma5,0.0,0
sw_l2_mom5_rel_mkt_rank,0.0,0
sw_l2_mom5_rel_mkt_rank_accel5,0.0,0
first_5m_amount_ratio,0.0,0
sw_l2_ret_rel_mkt_rank,0.0,0
ret_10_rel_csi1500_ew_lag5,0.0,0
min_15m_ret,0.0,0
morning_range_lag2,0.0,0
first_30m_amount_ratio_lag1,0.0,0
intraday_sign_changes_lag1,0.0,0
max_10m_ret_lag2,0.0,0
max_15m_ret,0.0,0
min_10m_ret_lag1,0.0,0
max_15m_ret_lag1,0.0,0
max_10m_ret,0.0,0
min_15m_ret_lag1,0.0,0
last_30m_ret,0.0,0
afternoon_range,0.0,0
first_60m_vwap_ratio,0.0,0
first_60m_range,0.0,0
first_30m_vwap_ratio,0.0,0
first_60m_vwap_ratio_lag3,0.0,0
true_range_mean_20_z,0.0,0
vwap_close_ratio_prank_1500_lag4,0.0,0
close_to_high_cs_rank_lag10,0.0,0
winner_rate_cs_rank_lag10,0.0,0
days_since_last_broken_board_60,0.0,0
ret_std_5_z_lag2,0.0,0
ret_std_5_z_lag4,0.0,0
ret_std_10_z_lag10,0.0,0
circ_mv_cs_rank,0.0,0
vwap_close_ratio_prank_1500_lag3,0.0,0
sw_l2_mom_5_ind_rank,0.0,0
sw_l2_mom_20_ind_rank,0.0,0
sw_l2_amount_z_ind_rank,0.0,0
intraday_max_drawdown,0.0,0
ret_2_prank_1500_lag5,0.0,0
ret_5_prank_1500_lag9,0.0,0
close_to_high_lag1,0.0,0
chip_density_lag20,0.0,0
rqye_z_lag1,0.0,0
rqye_z_lag2,0.0,0
ret_2_prank_1500,0.0,0
winner_rate_cs_rank_lag20,0.0,0
mv_prank_1500_lag2,0.0,0
sw_l2_ret_1_ind_rank_lag2,0.0,0
sw_l2_ret_1_ind_rank_lag5,0.0,0
sw_l2_mom_20_ind_rank_lag1,0.0,0
close_to_high_cs_rank_lag6,0.0,0
ret_1_prank_1500_lag2,0.0,0
ret_10_rel_csi1500_mcap_lag1,0.0,0
ret_10_rel_csi1500_mcap_lag3,0.0,0
ret_10_rel_csi1500_mcap_lag5,0.0,0
intraday_max_drawdown_lag2,0.0,0
ret_1_over_mkt_gt5_rate,0.0,0
minute_of_low_raw_lag1,0.0,0
std_vwap_distance_lag3,0.0,0
bipower_variation_lag1,0.0,0
afternoon_vol_share_lag1,0.0,0
amount_rel_1500,0.0,0
max_1m_volume_lag2,0.0,0
afternoon_minus_morning_ret_lag3,0.0,0
ret_10_prank_1500_lag3,0.0,0
vol_z,0.0,0
vol_prank_1500_lag3,0.0,0
vol_prank_1500_lag4,0.0,0
vol_prank_1500_lag10,0.0,0
vol_prank_1500_lag15,0.0,0
amount_cs_rank_lag20,0.0,0
amount_prank_1500_lag7,0.0,0
amount_prank_1500_lag20,0.0,0
turnover_f_cs_rank_lag7,0.0,0
turnover_prank_1500_lag1,0.0,0
close_to_high,0.0,0
turnover_z_20,0.0,0
sw_l2_turnover_z_ind_rank_lag1,0.0,0
vol_rv_5_z,0.0,0
sw_l2_turnover_z_ind_rank_lag5,0.0,0
ret_10_prank_1500_lag5,0.0,0
ret_std_5_z_lag1,0.0,0
auc_c_close_position,0.0,0
chip_density,0.0,0
sw_l2_amount_z_ind_rank_lag1,0.0,0
vwap_log_ret_5_lag4,0.0,0
vwap_log_ret_5_lag5,0.0,0
vwap_log_ret_5_lag6,0.0,0
turnover_trend_5_20_lag1,0.0,0
volume_ratio_lag20,0.0,0
mf_inst_rate_lag1,0.0,0
mf_lg_rate_lag1,0.0,0
auc_o_vwap_ratio_lag20,0.0,0
auc_c_range_lag7,0.0,0
sw_l2_mom_20_ind_rank_lag2,0.0,0
sw_l2_ret_1_lag6,0.0,0
sw_l2_oc_ret_lag5,0.0,0
sw_l2_mom_5_lag1,0.0,0
sw_l2_range_pct_lag2,0.0,0
sw_l2_range_z_20_lag2,0.0,0
sw_l2_range_z_20_lag5,0.0,0
sw_l2_amount_z_20_lag2,0.0,0
vwap_close_z_lag15,0.0,0
vwap_imbalance_lag3,0.0,0
true_range_pct_z_lag1,0.0,0
true_range_pct_z_lag2,0.0,0
true_range_mean_5_z_lag5,0.0,0
true_range_mean_5_z_lag6,0.0,0
true_range_mean_5_z_lag15,0.0,0
auc_c_vwap_ratio_lag8,0.0,0
sw_l2_mom_20_ind_rank_lag5,0.0,0
hurst_intraday_lag3,0.0,0
chip_density_lag3,0.0,0
beta_to_sw_l2_20d,0.0,0
ret_1_lag4,0.0,0
ret_3_lag2,0.0,0
ret_5_lag2,0.0,0
close_to_high_cs_rank_lag4,0.0,0
ret_10_lag1,0.0,0
oc_ret_lag7,0.0,0
oc_ret_lag8,0.0,0
mkt_mf_inst_z_20_lag3,0.0,0
vwap_log_ret_5_lag7,0.0,0
vwap_log_ret_10_lag1,0.0,0
true_range_mean_20_z_lag20,0.0,0
auc_c_close_position_lag6,0.0,0
auc_c_efficiency_lag9,0.0,0
total_mv_z_lag2,0.0,0
winner_rate_lag3,0.0,0
winner_rate_lag10,0.0,0
close_to_low_lag4,0.0,0
close_to_low_lag6,0.0,0
close_to_low_lag8,0.0,0
close_to_low_lag15,0.0,0
close_to_low_lag20,0.0,0
vwap_z_lag6,0.0,0
vwap_z_lag10,0.0,0
cost_50pct_z_lag20,0.0,0
vwap_log_ret_3_minus_10,0.0,0
vwap_log_ret_10_lag2,0.0,0
sw_l2_ret_rel_csi1500_mcap_lag2,0.0,0
sw_l2_mom5_rel_csi1500_ew_lag5,0.0,0
sw_l2_mom5_rel_csi1500_mcap_lag3,0.0,0
sw_l2_mom20_rel_csi1500_ew_lag5,0.0,0
sw_l2_mom20_rel_csi1500_mcap_lag5,0.0,0
sw_l2_market_beta_mcap_20d_lag1,0.0,0
first_1m_range_lag3,0.0,0
first_1m_amount_ratio_lag3,0.0,0
first_1m_vwap_ratio_lag3,0.0,0
first_5m_ret_lag2,0.0,0
first_15m_vwap_ratio_lag1,0.0,0
first_30m_ret_lag1,0.0,0
first_30m_ret_lag3,0.0,0
true_range_mean_10_z_lag3,0.0,0
ret_5_rel_csi1500_ew_lag20,0.0,0
ret_5_rel_csi1500_mcap_lag1,0.0,0
ret_5_rel_csi1500_mcap_lag20,0.0,0
ret_20_rel_csi1500_ew_lag2,0.0,0
ret_1_minus_ret_5_avg_lag1,0.0,0
ret_1_minus_ret_5_avg_lag3,0.0,0
vwap_close_z_lag3,0.0,0
vwap_close_z_lag5,0.0,0
vwap_close_z_lag6,0.0,0
vwap_close_z_lag8,0.0,0
sw_l2_ret_1_rank,0.0,0
sw_l2_mom_3_rank,0.0,0
cost_5pct_z_lag3,0.0,0
cost_15pct_z_lag10,0.0,0
first_60m_range_lag1,0.0,0
true_range_mean_10_z_lag5,0.0,0
true_range_mean_10_z_lag10,0.0,0
true_range_mean_20_z_lag1,0.0,0
vol_over_csi1500_mcap_vol_lag5,0.0,0
ret_1_over_mkt_gt5_rate_lag6,0.0,0
ret_std_20_z_lag2,0.0,0
ret_std_20_z_lag10,0.0,0
vol_z_lag1,0.0,0
vol_z_lag2,0.0,0
vol_z_lag10,0.0,0
vol_z_lag20,0.0,0
amount_z_lag1,0.0,0
amount_z_lag2,0.0,0
amount_z_lag9,0.0,0
vol_over_sw_l2_vol_lag2,0.0,0
amount_z_lag20,0.0,0
turnover_f_log_lag3,0.0,0
ret_1_over_mkt_gt5_rate_lag20,0.0,0
ret_1_in_weak_mkt_lag9,0.0,0
ret_vol_confirm_lag1,0.0,0
vol_expand_ret_lag1,0.0,0
csi1500_ew_ret_lag3,0.0,0
csi1500_ew_up_ratio_lag3,0.0,0
csi1500_ew_down_ratio_lag3,0.0,0
sw_l2_vol_z_20_lag2,0.0,0
sw_l2_turnover_z_20_lag1,0.0,0
sw_l2_turnover_z_20_lag2,0.0,0
beta_to_sw_l2_20d_lag1,0.0,0
beta_to_sw_l2_20d_lag10,0.0,0
amount_z_lag10,0.0,0
