trade_date,ts_code,F150_pred,F150_seed_std,F150_seed_min,F150_seed_max,F150_rank,F150_selected,C185_pred,C185_seed_std,C185_seed_min,C185_seed_max,C185_rank,C185_selected,F220_pred,F220_seed_std,F220_seed_min,F220_seed_max,F220_rank,F220_selected,family_count,ensemble_pred,ensemble_seed_std,legacy_signal_tag,family_tags,last60_minus_first60_ret_lag1,late_early_cs_pct,production_gate_pass,production_signal,ensemble_signal,output_signal,signal_tag,gate_threshold
20260723,300620.SZ,0.5378978255059703,0.03396369021108938,0.4879276001533057,0.5874192856600808,12,False,0.5995891654336598,0.0430169284307742,0.5411378538723101,0.6656982469713574,14,False,0.6411822148484262,0.06733700918315047,0.5411485889847079,0.7283698376525218,1,True,1,0.5928897352626854,0.04810587594167135,FAMILY_ONLY,F220,-0.06047079455154358,0.043447792571829014,True,True,True,True,F220_TOP1_LATE_EARLY_GATE|FAMILY_ONLY,0.75791696
