model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h3m55d15_dual,002104.SZ,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,002536.SZ,20260903,layer2_m1_only,5,,,,,,,,
h3m55d15_dual,600664.SH,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,600869.SH,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,688185.SH,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,688300.SH,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,688596.SH,20260903,strict_only,3,,,,,,,,
h3m55d15_dual,600186.SH,20260902,overlap_core,1,,0.04296545914069094,0.04246023473676397,11.87,,1.0,,0.0005052244039269738
h3m55d15_dual,600869.SH,20260902,strict_only,3,,0.07179226069246436,0.07128703628853739,19.64,,1.0,,0.0005052244039269738
h3m55d15_dual,601606.SH,20260902,layer2_m1_only,5,,-0.043298400441257545,-0.04380362484518452,36.26,,1.0,,0.0005052244039269738
h3m55d15_dual,688147.SH,20260902,strict_only,3,,-0.07393364928909951,-0.07443887369302649,116.05,,1.0,,0.0005052244039269738
h3m55d15_dual,688596.SH,20260902,strict_only,3,,-0.020051258857229026,-0.020556483261156,66.33,,1.0,,0.0005052244039269738
h3m55d15_dual,000636.SZ,20260901,overlap_core,1,,0.01159072741806555,0.025236810279917976,50.04,,2.0,,-0.013646082861852427
h3m55d15_dual,003031.SZ,20260901,strict_only,3,,0.007447698744769804,0.02109378160662223,119.5,,2.0,,-0.013646082861852427
h3m55d15_dual,300663.SZ,20260901,overlap_core,1,,-0.018475750577367167,-0.0048296677155147405,8.66,,2.0,,-0.013646082861852427
h3m55d15_dual,688372.SH,20260901,layer2_m1_only,5,1.0,0.04135391713814762,0.05500000000000005,124.99,130.15882610309706,2.0,profit_intraday,-0.013646082861852427
h3m55d15_dual,688515.SH,20260901,strict_only,3,,-0.002123142250530785,0.011522940611321641,146.01,,2.0,,-0.013646082861852427
h3m55d15_dual,688486.SH,20260831,layer2_m1_only,5,0.0,-0.029723536184280364,-0.015000000000000013,42.7,41.43080500493123,2.0,stop_close,-0.01472353618428035
h3m55d15_dual,688502.SH,20260831,layer2_m1_only,5,0.0,-0.05521238977664389,-0.04048885359236354,446.82,422.15,2.0,t1_stop_t2_open,-0.01472353618428035
h3m55d15_dual,300672.SZ,20260828,overlap_core,1,1.0,0.05796302146367682,0.05499999999999994,166.45,176.09794492262898,2.0,profit_intraday,0.002963021463676885
h3m55d15_dual,301095.SZ,20260828,strong_only,2,0.0,-0.012036978536323129,-0.015000000000000013,77.51,76.5770137936496,2.0,stop_close,0.002963021463676885
h3m55d15_dual,301458.SZ,20260828,overlap_core,1,0.0,-0.012036978536323129,-0.015000000000000013,38.54,38.07609484721011,2.0,stop_close,0.002963021463676885
h3m55d15_dual,301556.SZ,20260828,strict_only,3,0.0,-0.01746031746031751,-0.020423338923994394,63.0,61.9,2.0,t1_stop_t2_open,0.002963021463676885
h3m55d15_dual,688001.SH,20260828,overlap_core,1,0.0,-0.012036978536323129,-0.015000000000000013,52.6,51.966854928989406,2.0,stop_close,0.002963021463676885
h3m55d15_dual,688515.SH,20260828,overlap_core,1,1.0,0.08000000000000007,0.07703697853632319,146.0,157.68,2.0,profit_open,0.002963021463676885
h3m55d15_dual,000712.SZ,20260827,layer2_m1_only,5,1.0,0.08983050847457608,0.08623545299135849,11.8,12.86,2.0,profit_open,0.0035950554832175907
h3m55d15_dual,000603.SZ,20260826,overlap_core,1,0.0,0.0031842823676919707,-0.014999999999999902,36.92,37.03756370501519,3.0,stop_close,0.018184282367691873
h3m55d15_dual,000712.SZ,20260826,strict_only,3,1.0,0.09972041006523757,0.08514072299463504,10.73,11.8,2.0,profit_open,0.014579687070602532
h3m55d15_dual,001337.SZ,20260826,strict_only,3,1.0,0.06957968707060247,0.05499999999999994,51.55,55.136832868489556,2.0,profit_intraday,0.014579687070602532
h3m55d15_dual,002716.SZ,20260826,strict_only,3,0.0,0.0031842823676919707,-0.014999999999999902,11.39,11.426268976168013,3.0,stop_close,0.018184282367691873
h3m55d15_dual,603118.SH,20260826,strict_only,3,0.0,-0.00042031292939737064,-0.014999999999999902,17.86,17.85249321108096,2.0,stop_close,0.014579687070602532
h3m55d15_dual,688502.SH,20260826,strict_only,3,0.0,0.034604651162790656,0.016420368795098783,430.0,444.88,3.0,expiry_close,0.018184282367691873
h3m55d15_dual,688766.SH,20260826,strict_only,3,0.0,-0.00042031292939748166,-0.015000000000000013,405.0,404.829773263594,2.0,stop_close,0.014579687070602532
h3m55d15_dual,600508.SH,20260825,layer2_m1_only,5,1.0,0.0749357218429254,0.05499999999999994,10.35,11.125584721074278,2.0,profit_intraday,0.01993572184292547
h3m55d15_dual,002017.SZ,20260824,strict_only,3,1.0,0.06848517987017821,0.05499999999999994,15.39,16.443986918202043,2.0,profit_intraday,0.013485179870178277
h3m55d15_dual,300570.SZ,20260824,strong_only,2,0.0,-0.0015148201298217367,-0.015000000000000013,199.9,199.59718745604863,2.0,stop_close,0.013485179870178277
h3m55d15_dual,301205.SZ,20260824,overlap_core,1,1.0,0.08321817915349894,0.05499999999999994,300.0,324.96545374604966,3.0,profit_intraday,0.028218179153499
h3m55d15_dual,600206.SH,20260824,strict_only,3,0.0,-0.0015148201298216257,-0.014999999999999902,51.21,51.13242606115183,2.0,stop_close,0.013485179870178277
h3m55d15_dual,688048.SH,20260824,strong_only,2,0.0,0.06013494713411238,0.03191676798061338,287.52,304.81,3.0,expiry_close,0.028218179153499
h3m55d15_dual,002081.SZ,20260821,overlap_core,1,1.0,0.05149014355463888,0.05500000000000005,5.11,5.373114633564205,2.0,profit_intraday,-0.0035098564453611703
h3m55d15_dual,002536.SZ,20260821,strict_only,3,0.0,-0.044352454169130695,-0.040842597723769525,50.73,48.48,2.0,t1_stop_t2_open,-0.0035098564453611703
h3m55d15_dual,301047.SZ,20260821,overlap_core,1,0.0,-0.09154056065492444,-0.08803070420956327,120.93,109.86,2.0,t1_stop_t2_open,-0.0035098564453611703
h3m55d15_dual,688432.SH,20260821,strict_only,3,1.0,0.05149014355463888,0.05500000000000005,44.0,46.26556631640411,2.0,profit_intraday,-0.0035098564453611703
h3m55d15_dual,688596.SH,20260821,strict_only,3,1.0,0.05149014355463888,0.05500000000000005,67.0,70.44983961816081,2.0,profit_intraday,-0.0035098564453611703
h3m55d15_dual,688766.SH,20260821,strict_only,3,0.0,-0.14623059866962307,-0.1427207422242619,451.0,385.05,2.0,t1_stop_t2_open,-0.0035098564453611703
h3m55d15_dual,300363.SZ,20260820,strict_only,3,0.0,-0.05657951135876538,-0.0418339730035554,23.33,22.01,2.0,t1_stop_t2_open,-0.014745538355209975
h3m55d15_dual,301047.SZ,20260820,overlap_core,1,0.0,-0.02719008929289679,-0.012444550937686816,124.31,120.93,2.0,t1_stop_t2_open,-0.014745538355209975
h3m55d15_dual,600353.SH,20260820,overlap_core,1,1.0,0.12873563218390816,0.14348117053911813,34.8,39.28,2.0,profit_open,-0.014745538355209975
h3m55d15_dual,688114.SH,20260820,strict_only,3,1.0,0.08573497465604629,0.10048051301125627,69.05,74.97,2.0,profit_open,-0.014745538355209975
h3m55d15_dual,301047.SZ,20260819,overlap_core,1,1.0,0.06270207294780183,0.05499999999999994,119.0,126.46154668078842,2.0,profit_intraday,0.007702072947801897
h3m55d15_dual,600206.SH,20260819,overlap_core,1,0.0,-0.06433759944655826,-0.07203967239436015,57.82,54.1,2.0,t1_stop_t2_open,0.007702072947801897
h3m55d15_dual,603118.SH,20260819,overlap_core,1,0.0,-0.015481651376146766,-0.023183724323948662,17.44,17.17,2.0,t1_stop_t2_open,0.007702072947801897
h3m55d15_dual,688146.SH,20260819,strict_only,3,0.0,-0.06607142857142856,-0.07377350151923046,280.0,261.5,2.0,t1_stop_t2_open,0.007702072947801897
h3m55d15_dual,688347.SH,20260819,overlap_core,1,0.0,-0.02357580333920628,-0.03127787628700818,238.38,232.76,2.0,t1_stop_t2_open,0.007702072947801897
h3m55d15_dual,300087.SZ,20260818,overlap_core,1,0.0,-0.07382550335570481,-0.04613719642145253,5.96,5.52,2.0,t1_stop_t2_open,-0.027688306934252283
h3m55d15_dual,600707.SH,20260818,strict_only,3,0.0,-0.042688306934252296,-0.015000000000000013,10.35,9.908176023230489,2.0,stop_close,-0.027688306934252283
h3m55d15_dual,688048.SH,20260818,strict_only,3,0.0,-0.05909748882874932,-0.03140918189449704,317.78,299.0,2.0,t1_stop_t2_open,-0.027688306934252283
