con_code,ts_code,list_status,list_date,delist_date,name,exchange,market,minute_bucket_id,minute_bucket_file
688182.SH,688182.SH,L,20211116,,灿勤科技,SSE,科创板,16,bucket_16.parquet
688183.SH,688183.SH,L,20210225,,生益电子,SSE,科创板,16,bucket_16.parquet
688185.SH,688185.SH,L,20200813,,康希诺,SSE,科创板,17,bucket_17.parquet
688188.SH,688188.SH,L,20190808,,柏楚电子,SSE,科创板,17,bucket_17.parquet
688190.SH,688190.SH,L,20211126,,云路股份,SSE,科创板,18,bucket_18.parquet
688192.SH,688192.SH,L,20211210,,迪哲医药,SSE,科创板,18,bucket_18.parquet
688200.SH,688200.SH,L,20200218,,华峰测控,SSE,科创板,0,bucket_00.parquet
688205.SH,688205.SH,L,20220809,,德科立,SSE,科创板,1,bucket_01.parquet
688206.SH,688206.SH,L,20211228,,概伦电子,SSE,科创板,1,bucket_01.parquet
688208.SH,688208.SH,L,20200213,,道通科技,SSE,科创板,1,bucket_01.parquet
688209.SH,688209.SH,L,20220419,,英集芯,SSE,科创板,1,bucket_01.parquet
688213.SH,688213.SH,L,20220520,,思特威,SSE,科创板,2,bucket_02.parquet
688220.SH,688220.SH,L,20220114,,翱捷科技,SSE,科创板,4,bucket_04.parquet
688232.SH,688232.SH,L,20211117,,新点软件,SSE,科创板,6,bucket_06.parquet
688234.SH,688234.SH,L,20220112,,天岳先进,SSE,科创板,6,bucket_06.parquet
688235.SH,688235.SH,L,20211215,,百济神州,SSE,科创板,7,bucket_07.parquet
688248.SH,688248.SH,L,20211222,,南网科技,SSE,科创板,9,bucket_09.parquet
688252.SH,688252.SH,L,20220927,,天德钰,SSE,科创板,10,bucket_10.parquet
688262.SH,688262.SH,L,20220106,,国芯科技,SSE,科创板,12,bucket_12.parquet
688266.SH,688266.SH,L,20200123,,泽璟制药,SSE,科创板,13,bucket_13.parquet
688276.SH,688276.SH,L,20210625,,百克生物,SSE,科创板,15,bucket_15.parquet
688278.SH,688278.SH,L,20200117,,特宝生物,SSE,科创板,15,bucket_15.parquet
688279.SH,688279.SH,L,20220420,,峰岹科技,SSE,科创板,15,bucket_15.parquet
688281.SH,688281.SH,L,20220307,,华秦科技,SSE,科创板,16,bucket_16.parquet
688289.SH,688289.SH,L,20200828,,圣湘生物,SSE,科创板,17,bucket_17.parquet
688295.SH,688295.SH,L,20220406,,中复神鹰,SSE,科创板,19,bucket_19.parquet
688297.SH,688297.SH,L,20220629,,中无人机,SSE,科创板,19,bucket_19.parquet
688300.SH,688300.SH,L,20191115,,联瑞新材,SSE,科创板,0,bucket_00.parquet
688301.SH,688301.SH,L,20200918,,奕瑞科技,SSE,科创板,0,bucket_00.parquet
688306.SH,688306.SH,L,20220322,,均普智能,SSE,科创板,1,bucket_01.parquet
688313.SH,688313.SH,L,20200812,,仕佳光子,SSE,科创板,2,bucket_02.parquet
688318.SH,688318.SH,L,20200427,,财富趋势,SSE,科创板,3,bucket_03.parquet
688321.SH,688321.SH,L,20190812,,微芯生物,SSE,科创板,4,bucket_04.parquet
688322.SH,688322.SH,L,20220707,,奥比中光,SSE,科创板,4,bucket_04.parquet
688326.SH,688326.SH,L,20220419,,经纬恒润,SSE,科创板,5,bucket_05.parquet
688327.SH,688327.SH,L,20220527,,云从科技,SSE,科创板,5,bucket_05.parquet
688331.SH,688331.SH,L,20220331,,荣昌生物,SSE,科创板,6,bucket_06.parquet
688332.SH,688332.SH,L,20220715,,中科蓝讯,SSE,科创板,6,bucket_06.parquet
688333.SH,688333.SH,L,20190722,,铂力特,SSE,科创板,6,bucket_06.parquet
688336.SH,688336.SH,L,20200722,,三生国健,SSE,科创板,7,bucket_07.parquet
688337.SH,688337.SH,L,20220408,,普源精电,SSE,科创板,7,bucket_07.parquet
688343.SH,688343.SH,L,20230404,,云天励飞,SSE,科创板,8,bucket_08.parquet
688347.SH,688347.SH,L,20230807,,华虹宏力,SSE,科创板,9,bucket_09.parquet
688348.SH,688348.SH,L,20220608,,昱能科技,SSE,科创板,9,bucket_09.parquet
688349.SH,688349.SH,L,20220622,,三一重能,SSE,科创板,9,bucket_09.parquet
688351.SH,688351.SH,L,20220831,,微电生理,SSE,科创板,10,bucket_10.parquet
688352.SH,688352.SH,L,20230420,,颀中科技,SSE,科创板,10,bucket_10.parquet
688361.SH,688361.SH,L,20230519,,中科飞测,SSE,科创板,12,bucket_12.parquet
688362.SH,688362.SH,L,20221116,,甬矽电子,SSE,科创板,12,bucket_12.parquet
688363.SH,688363.SH,L,20191106,,华熙生物,SSE,科创板,12,bucket_12.parquet
688372.SH,688372.SH,L,20221026,,伟测科技,SSE,科创板,14,bucket_14.parquet
688375.SH,688375.SH,L,20220722,,国博电子,SSE,科创板,15,bucket_15.parquet
688380.SH,688380.SH,L,20220805,,中微半导,SSE,科创板,16,bucket_16.parquet
688382.SH,688382.SH,L,20220725,,益方生物,SSE,科创板,16,bucket_16.parquet
688385.SH,688385.SH,L,20210804,,复旦微电,SSE,科创板,17,bucket_17.parquet
688387.SH,688387.SH,L,20220926,,信科移动,SSE,科创板,17,bucket_17.parquet
688390.SH,688390.SH,L,20200904,,固德威,SSE,科创板,18,bucket_18.parquet
688400.SH,688400.SH,L,20220706,,凌云光,SSE,科创板,0,bucket_00.parquet
688403.SH,688403.SH,L,20220818,,汇成股份,SSE,科创板,0,bucket_00.parquet
688408.SH,688408.SH,L,20200828,,中信博,SSE,科创板,1,bucket_01.parquet
688409.SH,688409.SH,L,20221010,,富创精密,SSE,科创板,1,bucket_01.parquet
688425.SH,688425.SH,L,20210622,,铁建重工,SSE,科创板,5,bucket_05.parquet
688432.SH,688432.SH,L,20221110,,有研硅,SSE,科创板,6,bucket_06.parquet
688433.SH,688433.SH,L,20230417,,华曙高科,SSE,科创板,6,bucket_06.parquet
688439.SH,688439.SH,L,20220826,,振华风光,SSE,科创板,7,bucket_07.parquet
688443.SH,688443.SH,L,20230620,,智翔金泰,SSE,科创板,8,bucket_08.parquet
688469.SH,688469.SH,L,20230510,,芯联集成,SSE,科创板,13,bucket_13.parquet
688475.SH,688475.SH,L,20221228,,萤石网络,SSE,科创板,15,bucket_15.parquet
688484.SH,688484.SH,L,20230407,,南芯科技,SSE,科创板,16,bucket_16.parquet
688486.SH,688486.SH,L,20230221,,龙迅股份,SSE,科创板,17,bucket_17.parquet
688498.SH,688498.SH,L,20221221,,源杰科技,SSE,科创板,19,bucket_19.parquet
688502.SH,688502.SH,L,20230309,,茂莱光学,SSE,科创板,0,bucket_00.parquet
688503.SH,688503.SH,L,20221209,,聚和材料,SSE,科创板,0,bucket_00.parquet
688515.SH,688515.SH,L,20230210,,裕太微,SSE,科创板,3,bucket_03.parquet
688516.SH,688516.SH,L,20200521,,奥特维,SSE,科创板,3,bucket_03.parquet
688519.SH,688519.SH,L,20200818,,南亚新材,SSE,科创板,3,bucket_03.parquet
688520.SH,688520.SH,L,20200622,,神州细胞,SSE,科创板,4,bucket_04.parquet
688522.SH,688522.SH,L,20230301,,纳睿雷达,SSE,科创板,4,bucket_04.parquet
688523.SH,688523.SH,L,20230602,,航天环宇,SSE,科创板,4,bucket_04.parquet
688525.SH,688525.SH,L,20221230,,佰维存储,SSE,科创板,5,bucket_05.parquet
688536.SH,688536.SH,L,20200921,,思瑞浦,SSE,科创板,7,bucket_07.parquet
688538.SH,688538.SH,L,20210528,,和辉光电,SSE,科创板,7,bucket_07.parquet
688543.SH,688543.SH,L,20230621,,国科军工,SSE,科创板,8,bucket_08.parquet
688548.SH,688548.SH,L,20230815,,广钢气体,SSE,科创板,9,bucket_09.parquet
688549.SH,688549.SH,L,20230908,,中巨芯,SSE,科创板,9,bucket_09.parquet
688552.SH,688552.SH,L,20230518,,航天南湖,SSE,科创板,10,bucket_10.parquet
688559.SH,688559.SH,L,20200909,,海目星,SSE,科创板,11,bucket_11.parquet
688561.SH,688561.SH,L,20200722,,奇安信,SSE,科创板,12,bucket_12.parquet
688563.SH,688563.SH,L,20230719,,航材股份,SSE,科创板,12,bucket_12.parquet
688567.SH,688567.SH,L,20200717,,孚能科技,SSE,科创板,13,bucket_13.parquet
688568.SH,688568.SH,L,20200708,,中科星图,SSE,科创板,13,bucket_13.parquet
688575.SH,688575.SH,L,20210517,,亚辉龙,SSE,科创板,15,bucket_15.parquet
688578.SH,688578.SH,L,20201202,,艾力斯,SSE,科创板,15,bucket_15.parquet
688582.SH,688582.SH,L,20230630,,芯动联科,SSE,科创板,16,bucket_16.parquet
688584.SH,688584.SH,L,20240208,,上海合晶,SSE,科创板,16,bucket_16.parquet
688586.SH,688586.SH,L,20200731,,江航装备,SSE,科创板,17,bucket_17.parquet
688591.SH,688591.SH,L,20230825,,泰凌微,SSE,科创板,18,bucket_18.parquet
688596.SH,688596.SH,L,20200820,,正帆科技,SSE,科创板,19,bucket_19.parquet
688599.SH,688599.SH,L,20200610,,天合光能,SSE,科创板,19,bucket_19.parquet
688608.SH,688608.SH,L,20201216,,恒玄科技,SSE,科创板,1,bucket_01.parquet
688612.SH,688612.SH,L,20230726,,威迈斯,SSE,科创板,2,bucket_02.parquet
688615.SH,688615.SH,L,20240926,,合合信息,SSE,科创板,3,bucket_03.parquet
688617.SH,688617.SH,L,20210107,,惠泰医疗,SSE,科创板,3,bucket_03.parquet
688629.SH,688629.SH,L,20230627,,华丰科技,SSE,科创板,5,bucket_05.parquet
688630.SH,688630.SH,L,20210401,,芯碁微装,SSE,科创板,6,bucket_06.parquet
688631.SH,688631.SH,L,20230628,,莱斯信息,SSE,科创板,6,bucket_06.parquet
688639.SH,688639.SH,L,20210422,,华恒生物,SSE,科创板,7,bucket_07.parquet
688652.SH,688652.SH,L,20231129,,京仪装备,SSE,科创板,10,bucket_10.parquet
688658.SH,688658.SH,L,20201224,,悦康药业,SSE,科创板,11,bucket_11.parquet
688660.SH,688660.SH,L,20210519,,电气风电,SSE,科创板,12,bucket_12.parquet
688676.SH,688676.SH,L,20210309,,金盘科技,SSE,科创板,15,bucket_15.parquet
688686.SH,688686.SH,L,20201231,,奥普特,SSE,科创板,17,bucket_17.parquet
688690.SH,688690.SH,L,20210623,,纳微科技,SSE,科创板,18,bucket_18.parquet
688692.SH,688692.SH,L,20240612,,达梦数据,SSE,科创板,18,bucket_18.parquet
688696.SH,688696.SH,L,20210303,,极米科技,SSE,科创板,19,bucket_19.parquet
688698.SH,688698.SH,L,20201229,,伟创电气,SSE,科创板,19,bucket_19.parquet
688700.SH,688700.SH,L,20210615,,东威科技,SSE,科创板,0,bucket_00.parquet
688702.SH,688702.SH,L,20230914,,盛科通信,SSE,科创板,0,bucket_00.parquet
688709.SH,688709.SH,L,20240207,,成都华微,SSE,科创板,1,bucket_01.parquet
688717.SH,688717.SH,L,20240103,,艾罗能源,SSE,科创板,3,bucket_03.parquet
688726.SH,688726.SH,L,20241029,,拉普拉斯,SSE,科创板,5,bucket_05.parquet
688728.SH,688728.SH,L,20210818,,格科微,SSE,科创板,5,bucket_05.parquet
688739.SH,688739.SH,L,20211028,,成大生物,SSE,科创板,7,bucket_07.parquet
688766.SH,688766.SH,L,20210823,,普冉股份,SSE,科创板,13,bucket_13.parquet
688772.SH,688772.SH,L,20211015,,珠海冠宇,SSE,科创板,14,bucket_14.parquet
688776.SH,688776.SH,L,20210831,,国光电气,SSE,科创板,15,bucket_15.parquet
688777.SH,688777.SH,L,20201124,,中控技术,SSE,科创板,15,bucket_15.parquet
688778.SH,688778.SH,L,20210805,,厦钨新能,SSE,科创板,15,bucket_15.parquet
688779.SH,688779.SH,L,20210811,,五矿新能,SSE,科创板,15,bucket_15.parquet
688789.SH,688789.SH,L,20210708,,宏华数科,SSE,科创板,17,bucket_17.parquet
688798.SH,688798.SH,L,20210816,,艾为电子,SSE,科创板,19,bucket_19.parquet
688800.SH,688800.SH,L,20210722,,瑞可达,SSE,科创板,0,bucket_00.parquet
688819.SH,688819.SH,L,20210118,,天能股份,SSE,科创板,3,bucket_03.parquet
689009.SH,689009.SH,L,20201029,,九号公司,SSE,科创板,1,bucket_01.parquet
001369.SZ,001369.SZ,L,20251230,,双欣材料,SZSE,主板,13,bucket_13.parquet
601112.SH,601112.SH,L,20260129,,振石股份,SSE,主板,2,bucket_02.parquet
603248.SH,603248.SH,L,20251223,,锡华科技,SSE,主板,9,bucket_09.parquet
603402.SH,603402.SH,L,20260106,,陕西旅游,SSE,主板,0,bucket_00.parquet
