con_code,ts_code,list_status,list_date,delist_date,name,exchange,market,minute_bucket_id,minute_bucket_file
600884.SH,600884.SH,L,19960130,,杉杉股份,SSE,主板,16,bucket_16.parquet
600885.SH,600885.SH,L,19960205,,宏发股份,SSE,主板,17,bucket_17.parquet
600888.SH,600888.SH,L,19960215,,新疆众和,SSE,主板,17,bucket_17.parquet
600894.SH,600894.SH,L,19960328,,广日股份,SSE,主板,18,bucket_18.parquet
600901.SH,600901.SH,L,20180301,,江苏金租,SSE,主板,0,bucket_00.parquet
600903.SH,600903.SH,L,20171107,,贵州燃气,SSE,主板,0,bucket_00.parquet
600906.SH,600906.SH,L,20210507,,财达证券,SSE,主板,1,bucket_01.parquet
600908.SH,600908.SH,L,20160923,,无锡银行,SSE,主板,1,bucket_01.parquet
600909.SH,600909.SH,L,20161206,,华安证券,SSE,主板,1,bucket_01.parquet
600916.SH,600916.SH,L,20210205,,中国黄金,SSE,主板,3,bucket_03.parquet
600928.SH,600928.SH,L,20190301,,西安银行,SSE,主板,5,bucket_05.parquet
600929.SH,600929.SH,L,20180326,,雪天盐业,SSE,主板,5,bucket_05.parquet
600933.SH,600933.SH,L,20171117,,爱柯迪,SSE,主板,6,bucket_06.parquet
600959.SH,600959.SH,L,20150428,,江苏有线,SSE,主板,11,bucket_11.parquet
600961.SH,600961.SH,L,20040830,,株冶集团,SSE,主板,12,bucket_12.parquet
600963.SH,600963.SH,L,20040525,,岳阳林纸,SSE,主板,12,bucket_12.parquet
600967.SH,600967.SH,L,20040518,,内蒙一机,SSE,主板,13,bucket_13.parquet
600968.SH,600968.SH,L,20190626,,海油发展,SSE,主板,13,bucket_13.parquet
600970.SH,600970.SH,L,20050412,,中材国际,SSE,主板,14,bucket_14.parquet
600971.SH,600971.SH,L,20040817,,恒源煤电,SSE,主板,14,bucket_14.parquet
600975.SH,600975.SH,L,20040609,,新五丰,SSE,主板,15,bucket_15.parquet
600977.SH,600977.SH,L,20160809,,中国电影,SSE,主板,15,bucket_15.parquet
600985.SH,600985.SH,L,20040428,,淮北矿业,SSE,主板,17,bucket_17.parquet
600986.SH,600986.SH,L,20040426,,浙文互联,SSE,主板,17,bucket_17.parquet
600988.SH,600988.SH,L,20040414,,赤峰黄金,SSE,主板,17,bucket_17.parquet
600993.SH,600993.SH,L,20040517,,马应龙,SSE,主板,18,bucket_18.parquet
600995.SH,600995.SH,L,20040615,,南网储能,SSE,主板,19,bucket_19.parquet
600996.SH,600996.SH,L,20161226,,贵广网络,SSE,主板,19,bucket_19.parquet
600997.SH,600997.SH,L,20040602,,开滦股份,SSE,主板,19,bucket_19.parquet
600998.SH,600998.SH,L,20101102,,九州通,SSE,主板,19,bucket_19.parquet
601000.SH,601000.SH,L,20100705,,唐山港,SSE,主板,0,bucket_00.parquet
601001.SH,601001.SH,L,20060623,,晋控煤业,SSE,主板,0,bucket_00.parquet
601003.SH,601003.SH,L,20070227,,柳钢股份,SSE,主板,0,bucket_00.parquet
601016.SH,601016.SH,L,20140929,,节能风电,SSE,主板,3,bucket_03.parquet
601019.SH,601019.SH,L,20171122,,山东出版,SSE,主板,3,bucket_03.parquet
601020.SH,601020.SH,L,20160316,,华钰矿业,SSE,主板,4,bucket_04.parquet
601022.SH,601022.SH,L,20221208,,宁波远洋,SSE,主板,4,bucket_04.parquet
601033.SH,601033.SH,L,20240118,,永兴股份,SSE,主板,6,bucket_06.parquet
601038.SH,601038.SH,L,20120808,,一拖股份,SSE,主板,7,bucket_07.parquet
601061.SH,601061.SH,L,20230410,,中信金属,SSE,主板,12,bucket_12.parquet
601068.SH,601068.SH,L,20180831,,中铝国际,SSE,主板,13,bucket_13.parquet
601069.SH,601069.SH,L,20150122,,西部黄金,SSE,主板,13,bucket_13.parquet
601083.SH,601083.SH,L,20231205,,锦江航运,SSE,主板,16,bucket_16.parquet
601096.SH,601096.SH,L,20231222,,宏盛华源,SSE,主板,19,bucket_19.parquet
601098.SH,601098.SH,L,20101028,,中南传媒,SSE,主板,19,bucket_19.parquet
601099.SH,601099.SH,L,20071228,,太平洋,SSE,主板,19,bucket_19.parquet
601101.SH,601101.SH,L,20100331,,昊华能源,SSE,主板,0,bucket_00.parquet
601106.SH,601106.SH,L,20100209,,中国一重,SSE,主板,1,bucket_01.parquet
601107.SH,601107.SH,L,20090727,,四川成渝,SSE,主板,1,bucket_01.parquet
601108.SH,601108.SH,L,20171024,,财通证券,SSE,主板,1,bucket_01.parquet
601118.SH,601118.SH,L,20110107,,海南橡胶,SSE,主板,3,bucket_03.parquet
601126.SH,601126.SH,L,20101231,,四方股份,SSE,主板,5,bucket_05.parquet
601128.SH,601128.SH,L,20160930,,常熟银行,SSE,主板,5,bucket_05.parquet
601137.SH,601137.SH,L,20110127,,博威合金,SSE,主板,7,bucket_07.parquet
601139.SH,601139.SH,L,20091225,,深圳燃气,SSE,主板,7,bucket_07.parquet
601155.SH,601155.SH,L,20151204,,新城控股,SSE,主板,11,bucket_11.parquet
601156.SH,601156.SH,L,20210609,,东航物流,SSE,主板,11,bucket_11.parquet
601162.SH,601162.SH,L,20181019,,天风证券,SSE,主板,12,bucket_12.parquet
601163.SH,601163.SH,L,20160909,,三角轮胎,SSE,主板,12,bucket_12.parquet
601168.SH,601168.SH,L,20070712,,西部矿业,SSE,主板,13,bucket_13.parquet
601179.SH,601179.SH,L,20100128,,中国西电,SSE,主板,15,bucket_15.parquet
601198.SH,601198.SH,L,20150226,,东兴证券,SSE,主板,19,bucket_19.parquet
601200.SH,601200.SH,L,20170331,,上海环境,SSE,主板,0,bucket_00.parquet
601208.SH,601208.SH,L,20110520,,东材科技,SSE,主板,1,bucket_01.parquet
601212.SH,601212.SH,L,20170215,,白银有色,SSE,主板,2,bucket_02.parquet
601216.SH,601216.SH,L,20110222,,君正集团,SSE,主板,3,bucket_03.parquet
601222.SH,601222.SH,L,20110808,,林洋能源,SSE,主板,4,bucket_04.parquet
601228.SH,601228.SH,L,20170329,,广州港,SSE,主板,5,bucket_05.parquet
601231.SH,601231.SH,L,20120220,,环旭电子,SSE,主板,6,bucket_06.parquet
601233.SH,601233.SH,L,20110518,,桐昆股份,SSE,主板,6,bucket_06.parquet
601311.SH,601311.SH,L,20110602,,骆驼股份,SSE,主板,2,bucket_02.parquet
601326.SH,601326.SH,L,20170816,,秦港股份,SSE,主板,5,bucket_05.parquet
601333.SH,601333.SH,L,20061222,,广深铁路,SSE,主板,6,bucket_06.parquet
601369.SH,601369.SH,L,20100428,,陕鼓动力,SSE,主板,13,bucket_13.parquet
601375.SH,601375.SH,L,20170103,,中原证券,SSE,主板,15,bucket_15.parquet
601399.SH,601399.SH,L,20200608,,国机重装,SSE,主板,19,bucket_19.parquet
601500.SH,601500.SH,L,20160919,,通用股份,SSE,主板,0,bucket_00.parquet
601519.SH,601519.SH,L,20110128,,大智慧,SSE,主板,3,bucket_03.parquet
601555.SH,601555.SH,L,20111212,,东吴证券,SSE,主板,11,bucket_11.parquet
601567.SH,601567.SH,L,20110615,,三星电气,SSE,主板,13,bucket_13.parquet
601577.SH,601577.SH,L,20180926,,长沙银行,SSE,主板,15,bucket_15.parquet
601598.SH,601598.SH,L,20190118,,中国外运,SSE,主板,19,bucket_19.parquet
601606.SH,601606.SH,L,20180806,,长城军工,SSE,主板,1,bucket_01.parquet
601608.SH,601608.SH,L,20120706,,中信重工,SSE,主板,1,bucket_01.parquet
601609.SH,601609.SH,L,20200422,,金田股份,SSE,主板,1,bucket_01.parquet
601611.SH,601611.SH,L,20160606,,中国核建,SSE,主板,2,bucket_02.parquet
601615.SH,601615.SH,L,20190123,,明阳智能,SSE,主板,3,bucket_03.parquet
601619.SH,601619.SH,L,20170720,,嘉泽新能,SSE,主板,3,bucket_03.parquet
601636.SH,601636.SH,L,20110812,,旗滨集团,SSE,主板,7,bucket_07.parquet
601665.SH,601665.SH,L,20210618,,齐鲁银行,SSE,主板,13,bucket_13.parquet
601666.SH,601666.SH,L,20061123,,平煤股份,SSE,主板,13,bucket_13.parquet
601677.SH,601677.SH,L,20110919,,明泰铝业,SSE,主板,15,bucket_15.parquet
601678.SH,601678.SH,L,20100223,,滨化股份,SSE,主板,15,bucket_15.parquet
601696.SH,601696.SH,L,20200226,,中银证券,SSE,主板,19,bucket_19.parquet
601699.SH,601699.SH,L,20060922,,潞安环能,SSE,主板,19,bucket_19.parquet
601702.SH,601702.SH,L,20200907,,华峰铝业,SSE,主板,0,bucket_00.parquet
601717.SH,601717.SH,L,20100803,,中创智领,SSE,主板,3,bucket_03.parquet
601777.SH,601777.SH,L,20101125,,千里科技,SSE,主板,15,bucket_15.parquet
601778.SH,601778.SH,L,20200519,,晶科科技,SSE,主板,15,bucket_15.parquet
601799.SH,601799.SH,L,20110201,,星宇股份,SSE,主板,19,bucket_19.parquet
601801.SH,601801.SH,L,20100118,,皖新传媒,SSE,主板,0,bucket_00.parquet
601858.SH,601858.SH,L,20170118,,中国科传,SSE,主板,11,bucket_11.parquet
601860.SH,601860.SH,L,20190103,,紫金银行,SSE,主板,12,bucket_12.parquet
601865.SH,601865.SH,L,20190215,,福莱特,SSE,主板,13,bucket_13.parquet
601866.SH,601866.SH,L,20071212,,中远海发,SSE,主板,13,bucket_13.parquet
601869.SH,601869.SH,L,20180720,,长飞光纤,SSE,主板,13,bucket_13.parquet
601880.SH,601880.SH,L,20101206,,辽港股份,SSE,主板,16,bucket_16.parquet
601882.SH,601882.SH,L,20161107,,海天精工,SSE,主板,16,bucket_16.parquet
601890.SH,601890.SH,L,20101228,,亚星锚链,SSE,主板,18,bucket_18.parquet
601900.SH,601900.SH,L,20160215,,南方传媒,SSE,主板,0,bucket_00.parquet
601908.SH,601908.SH,L,20110908,,京运通,SSE,主板,1,bucket_01.parquet
601918.SH,601918.SH,L,20071219,,新集能源,SSE,主板,3,bucket_03.parquet
601928.SH,601928.SH,L,20111130,,凤凰传媒,SSE,主板,5,bucket_05.parquet
601949.SH,601949.SH,L,20170821,,中国出版,SSE,主板,9,bucket_09.parquet
601952.SH,601952.SH,L,20170515,,苏垦农发,SSE,主板,10,bucket_10.parquet
601958.SH,601958.SH,L,20080417,,金钼股份,SSE,主板,11,bucket_11.parquet
601965.SH,601965.SH,L,20120611,,中国汽研,SSE,主板,13,bucket_13.parquet
601966.SH,601966.SH,L,20160706,,玲珑轮胎,SSE,主板,13,bucket_13.parquet
601969.SH,601969.SH,L,20141209,,海南矿业,SSE,主板,13,bucket_13.parquet
601975.SH,601975.SH,L,20190108,,招商南油,SSE,主板,15,bucket_15.parquet
601990.SH,601990.SH,L,20180613,,南京证券,SSE,主板,18,bucket_18.parquet
601991.SH,601991.SH,L,20061220,,大唐发电,SSE,主板,18,bucket_18.parquet
601997.SH,601997.SH,L,20160816,,贵阳银行,SSE,主板,19,bucket_19.parquet
603000.SH,603000.SH,L,20120427,,人民网,SSE,主板,0,bucket_00.parquet
603005.SH,603005.SH,L,20140210,,晶方科技,SSE,主板,1,bucket_01.parquet
603009.SH,603009.SH,L,20140718,,北特科技,SSE,主板,1,bucket_01.parquet
603014.SH,603014.SH,L,20250519,,威高血净,SSE,主板,2,bucket_02.parquet
603025.SH,603025.SH,L,20150422,,大豪科技,SSE,主板,5,bucket_05.parquet
603026.SH,603026.SH,L,20150529,,石大胜华,SSE,主板,5,bucket_05.parquet
603027.SH,603027.SH,L,20160307,,千禾味业,SSE,主板,5,bucket_05.parquet
603033.SH,603033.SH,L,20161207,,三维股份,SSE,主板,6,bucket_06.parquet
603039.SH,603039.SH,L,20170113,,泛微网络,SSE,主板,7,bucket_07.parquet
603043.SH,603043.SH,L,20170627,,广州酒家,SSE,主板,8,bucket_08.parquet
603049.SH,603049.SH,L,20250605,,中策橡胶,SSE,主板,9,bucket_09.parquet
603055.SH,603055.SH,L,20170921,,台华新材,SSE,主板,11,bucket_11.parquet
603063.SH,603063.SH,L,20170728,,禾望电气,SSE,主板,12,bucket_12.parquet
603072.SH,603072.SH,L,20250103,,天和磁材,SSE,主板,14,bucket_14.parquet
603077.SH,603077.SH,L,20120731,,和邦生物,SSE,主板,15,bucket_15.parquet
603083.SH,603083.SH,L,20171110,,剑桥科技,SSE,主板,16,bucket_16.parquet
603087.SH,603087.SH,L,20200629,,甘李药业,SSE,主板,17,bucket_17.parquet
603099.SH,603099.SH,L,20140822,,长白山,SSE,主板,19,bucket_19.parquet
603100.SH,603100.SH,L,20140805,,川仪股份,SSE,主板,0,bucket_00.parquet
603103.SH,603103.SH,L,20171012,,横店影视,SSE,主板,0,bucket_00.parquet
603108.SH,603108.SH,L,20150527,,润达医疗,SSE,主板,1,bucket_01.parquet
603118.SH,603118.SH,L,20150225,,共进股份,SSE,主板,3,bucket_03.parquet
603119.SH,603119.SH,L,20230801,,浙江荣泰,SSE,主板,3,bucket_03.parquet
603127.SH,603127.SH,L,20170825,,昭衍新药,SSE,主板,5,bucket_05.parquet
603128.SH,603128.SH,L,20120529,,华贸物流,SSE,主板,5,bucket_05.parquet
603129.SH,603129.SH,L,20170818,,春风动力,SSE,主板,5,bucket_05.parquet
603156.SH,603156.SH,L,20180212,,养元饮品,SSE,主板,11,bucket_11.parquet
603160.SH,603160.SH,L,20161017,,汇顶科技,SSE,主板,12,bucket_12.parquet
603169.SH,603169.SH,L,20141009,,兰石重装,SSE,主板,13,bucket_13.parquet
603171.SH,603171.SH,L,20210630,,税友股份,SSE,主板,14,bucket_14.parquet
603179.SH,603179.SH,L,20170317,,新泉股份,SSE,主板,15,bucket_15.parquet
603193.SH,603193.SH,L,20231017,,润本股份,SSE,主板,18,bucket_18.parquet
603194.SH,603194.SH,L,20241224,,中力股份,SSE,主板,18,bucket_18.parquet
603197.SH,603197.SH,L,20170519,,保隆科技,SSE,主板,19,bucket_19.parquet
603202.SH,603202.SH,L,20250424,,天有为,SSE,主板,0,bucket_00.parquet
603218.SH,603218.SH,L,20161228,,日月股份,SSE,主板,3,bucket_03.parquet
603220.SH,603220.SH,L,20181115,,中贝通信,SSE,主板,4,bucket_04.parquet
603225.SH,603225.SH,L,20170418,,新凤鸣,SSE,主板,5,bucket_05.parquet
603227.SH,603227.SH,L,20150515,,雪峰科技,SSE,主板,5,bucket_05.parquet
603228.SH,603228.SH,L,20170106,,景旺电子,SSE,主板,5,bucket_05.parquet
603229.SH,603229.SH,L,20170509,,奥翔药业,SSE,主板,5,bucket_05.parquet
603233.SH,603233.SH,L,20170731,,大参林,SSE,主板,6,bucket_06.parquet
603236.SH,603236.SH,L,20190716,,移远通信,SSE,主板,7,bucket_07.parquet
603262.SH,603262.SH,L,20250723,,技源集团,SSE,主板,12,bucket_12.parquet
603267.SH,603267.SH,L,20190515,,鸿远电子,SSE,主板,13,bucket_13.parquet
603279.SH,603279.SH,L,20190729,,景津装备,SSE,主板,15,bucket_15.parquet
603283.SH,603283.SH,L,20171225,,赛腾股份,SSE,主板,16,bucket_16.parquet
603290.SH,603290.SH,L,20200204,,斯达半导,SSE,主板,18,bucket_18.parquet
603297.SH,603297.SH,L,20180910,,永新光学,SSE,主板,19,bucket_19.parquet
603298.SH,603298.SH,L,20161227,,杭叉集团,SSE,主板,19,bucket_19.parquet
603299.SH,603299.SH,L,20151231,,苏盐井神,SSE,主板,19,bucket_19.parquet
603300.SH,603300.SH,L,20150529,,海南华铁,SSE,主板,0,bucket_00.parquet
603305.SH,603305.SH,L,20170710,,旭升集团,SSE,主板,1,bucket_01.parquet
603306.SH,603306.SH,L,20140926,,华懋科技,SSE,主板,1,bucket_01.parquet
603308.SH,603308.SH,L,20140122,,应流股份,SSE,主板,1,bucket_01.parquet
603317.SH,603317.SH,L,20190416,,天味食品,SSE,主板,3,bucket_03.parquet
603323.SH,603323.SH,L,20161129,,苏农银行,SSE,主板,4,bucket_04.parquet
603328.SH,603328.SH,L,20140701,,依顿电子,SSE,主板,5,bucket_05.parquet
603338.SH,603338.SH,L,20150325,,浙江鼎力,SSE,主板,7,bucket_07.parquet
603341.SH,603341.SH,L,20240301,,龙旗科技,SSE,主板,8,bucket_08.parquet
603345.SH,603345.SH,L,20170222,,安井食品,SSE,主板,9,bucket_09.parquet
603355.SH,603355.SH,L,20150513,,莱克电气,SSE,主板,11,bucket_11.parquet
603358.SH,603358.SH,L,20170125,,华达科技,SSE,主板,11,bucket_11.parquet
603379.SH,603379.SH,L,20190402,,三美股份,SSE,主板,15,bucket_15.parquet
603383.SH,603383.SH,L,20170522,,顶点软件,SSE,主板,16,bucket_16.parquet
603393.SH,603393.SH,L,20160912,,新天然气,SSE,主板,18,bucket_18.parquet
603395.SH,603395.SH,L,20241126,,红四方,SSE,主板,19,bucket_19.parquet
603444.SH,603444.SH,L,20170104,,吉比特,SSE,主板,8,bucket_08.parquet
603456.SH,603456.SH,L,20141010,,九洲药业,SSE,主板,11,bucket_11.parquet
603477.SH,603477.SH,L,20171218,,巨星农牧,SSE,主板,15,bucket_15.parquet
603486.SH,603486.SH,L,20180528,,科沃斯,SSE,主板,17,bucket_17.parquet
603496.SH,603496.SH,L,20170607,,恒为科技,SSE,主板,19,bucket_19.parquet
603505.SH,603505.SH,L,20170503,,金石资源,SSE,主板,1,bucket_01.parquet
603508.SH,603508.SH,L,20151224,,思维列控,SSE,主板,1,bucket_01.parquet
603516.SH,603516.SH,L,20180202,,淳中科技,SSE,主板,3,bucket_03.parquet
603529.SH,603529.SH,L,20210615,,爱玛科技,SSE,主板,5,bucket_05.parquet
603530.SH,603530.SH,L,20190805,,神马电力,SSE,主板,6,bucket_06.parquet
603556.SH,603556.SH,L,20161110,,海兴电力,SSE,主板,11,bucket_11.parquet
603565.SH,603565.SH,L,20200925,,中谷物流,SSE,主板,13,bucket_13.parquet
603567.SH,603567.SH,L,20150424,,珍宝岛,SSE,主板,13,bucket_13.parquet
603568.SH,603568.SH,L,20150528,,伟明环保,SSE,主板,13,bucket_13.parquet
603583.SH,603583.SH,L,20180921,,捷昌驱动,SSE,主板,16,bucket_16.parquet
603588.SH,603588.SH,L,20141229,,高能环境,SSE,主板,17,bucket_17.parquet
603589.SH,603589.SH,L,20150629,,口子窖,SSE,主板,17,bucket_17.parquet
603596.SH,603596.SH,L,20180427,,伯特利,SSE,主板,19,bucket_19.parquet
603599.SH,603599.SH,L,20150513,,广信股份,SSE,主板,19,bucket_19.parquet
603605.SH,603605.SH,L,20171115,,珀莱雅,SSE,主板,1,bucket_01.parquet
603606.SH,603606.SH,L,20141015,,东方电缆,SSE,主板,1,bucket_01.parquet
603612.SH,603612.SH,L,20170718,,索通发展,SSE,主板,2,bucket_02.parquet
603613.SH,603613.SH,L,20190730,,国联股份,SSE,主板,2,bucket_02.parquet
603619.SH,603619.SH,L,20171117,,中曼石油,SSE,主板,3,bucket_03.parquet
603638.SH,603638.SH,L,20170120,,艾迪精密,SSE,主板,7,bucket_07.parquet
603650.SH,603650.SH,L,20180627,,彤程新材,SSE,主板,10,bucket_10.parquet
603658.SH,603658.SH,L,20160901,,安图生物,SSE,主板,11,bucket_11.parquet
603659.SH,603659.SH,L,20171103,,璞泰来,SSE,主板,11,bucket_11.parquet
603662.SH,603662.SH,L,20190806,,柯力传感,SSE,主板,12,bucket_12.parquet
603663.SH,603663.SH,L,20160801,,三祥新材,SSE,主板,12,bucket_12.parquet
603667.SH,603667.SH,L,20161025,,五洲新春,SSE,主板,13,bucket_13.parquet
603678.SH,603678.SH,L,20150126,,火炬电子,SSE,主板,15,bucket_15.parquet
603688.SH,603688.SH,L,20141031,,石英股份,SSE,主板,17,bucket_17.parquet
603690.SH,603690.SH,L,20170113,,至纯科技,SSE,主板,18,bucket_18.parquet
603693.SH,603693.SH,L,20180703,,江苏新能,SSE,主板,18,bucket_18.parquet
603698.SH,603698.SH,L,20150128,,航天工程,SSE,主板,19,bucket_19.parquet
603699.SH,603699.SH,L,20140117,,纽威股份,SSE,主板,19,bucket_19.parquet
603707.SH,603707.SH,L,20170719,,健友股份,SSE,主板,1,bucket_01.parquet
603713.SH,603713.SH,L,20180713,,密尔克卫,SSE,主板,2,bucket_02.parquet
603728.SH,603728.SH,L,20170509,,鸣志电器,SSE,主板,5,bucket_05.parquet
603730.SH,603730.SH,L,20170728,,岱美股份,SSE,主板,6,bucket_06.parquet
603733.SH,603733.SH,L,20180420,,仙鹤股份,SSE,主板,6,bucket_06.parquet
603737.SH,603737.SH,L,20160603,,三棵树,SSE,主板,7,bucket_07.parquet
603766.SH,603766.SH,L,20120810,,隆鑫通用,SSE,主板,13,bucket_13.parquet
603786.SH,603786.SH,L,20191015,,科博达,SSE,主板,17,bucket_17.parquet
603806.SH,603806.SH,L,20140905,,福斯特,SSE,主板,1,bucket_01.parquet
603809.SH,603809.SH,L,20171128,,豪能股份,SSE,主板,1,bucket_01.parquet
603816.SH,603816.SH,L,20161014,,顾家家居,SSE,主板,3,bucket_03.parquet
603826.SH,603826.SH,L,20170414,,坤彩科技,SSE,主板,5,bucket_05.parquet
603833.SH,603833.SH,L,20170328,,欧派家居,SSE,主板,6,bucket_06.parquet
603858.SH,603858.SH,L,20161118,,步长制药,SSE,主板,11,bucket_11.parquet
603866.SH,603866.SH,L,20151222,,桃李面包,SSE,主板,13,bucket_13.parquet
603871.SH,603871.SH,L,20180206,,嘉友国际,SSE,主板,14,bucket_14.parquet
603876.SH,603876.SH,L,20180418,,鼎胜新材,SSE,主板,15,bucket_15.parquet
603881.SH,603881.SH,L,20170208,,数据港,SSE,主板,16,bucket_16.parquet
603883.SH,603883.SH,L,20150423,,老百姓,SSE,主板,16,bucket_16.parquet
603885.SH,603885.SH,L,20150527,,吉祥航空,SSE,主板,17,bucket_17.parquet
603887.SH,603887.SH,L,20161010,,城地香江,SSE,主板,17,bucket_17.parquet
603888.SH,603888.SH,L,20161028,,新华网,SSE,主板,17,bucket_17.parquet
603899.SH,603899.SH,L,20150127,,晨光股份,SSE,主板,19,bucket_19.parquet
603915.SH,603915.SH,L,20190614,,国茂股份,SSE,主板,3,bucket_03.parquet
603919.SH,603919.SH,L,20160310,,金徽酒,SSE,主板,3,bucket_03.parquet
603920.SH,603920.SH,L,20170426,,世运电路,SSE,主板,4,bucket_04.parquet
603927.SH,603927.SH,L,20190909,,中科软,SSE,主板,5,bucket_05.parquet
603939.SH,603939.SH,L,20150217,,益丰药房,SSE,主板,7,bucket_07.parquet
603979.SH,603979.SH,L,20150630,,金诚信,SSE,主板,15,bucket_15.parquet
603997.SH,603997.SH,L,20150302,,继峰股份,SSE,主板,19,bucket_19.parquet
605011.SH,605011.SH,L,20210630,,杭州热电,SSE,主板,2,bucket_02.parquet
605020.SH,605020.SH,L,20210709,,永和股份,SSE,主板,4,bucket_04.parquet
605090.SH,605090.SH,L,20210525,,九丰能源,SSE,主板,18,bucket_18.parquet
605111.SH,605111.SH,L,20200928,,新洁能,SSE,主板,2,bucket_02.parquet
605123.SH,605123.SH,L,20200825,,派克新材,SSE,主板,4,bucket_04.parquet
605358.SH,605358.SH,L,20200911,,立昂微,SSE,主板,11,bucket_11.parquet
605376.SH,605376.SH,L,20201208,,博迁新材,SSE,主板,15,bucket_15.parquet
605589.SH,605589.SH,L,20210810,,圣泉集团,SSE,主板,17,bucket_17.parquet
688001.SH,688001.SH,L,20190722,,华兴源创,SSE,科创板,0,bucket_00.parquet
688002.SH,688002.SH,L,20190722,,睿创微纳,SSE,科创板,0,bucket_00.parquet
688003.SH,688003.SH,L,20190722,,天准科技,SSE,科创板,0,bucket_00.parquet
688005.SH,688005.SH,L,20190722,,容百科技,SSE,科创板,1,bucket_01.parquet
688006.SH,688006.SH,L,20190722,,杭可科技,SSE,科创板,1,bucket_01.parquet
688007.SH,688007.SH,L,20190722,,光峰科技,SSE,科创板,1,bucket_01.parquet
688016.SH,688016.SH,L,20190722,,心脉医疗,SSE,科创板,3,bucket_03.parquet
688017.SH,688017.SH,L,20200828,,绿的谐波,SSE,科创板,3,bucket_03.parquet
688018.SH,688018.SH,L,20190722,,乐鑫科技,SSE,科创板,3,bucket_03.parquet
688019.SH,688019.SH,L,20190722,,安集科技,SSE,科创板,3,bucket_03.parquet
688027.SH,688027.SH,L,20200709,,国盾量子,SSE,科创板,5,bucket_05.parquet
688029.SH,688029.SH,L,20190722,,南微医学,SSE,科创板,5,bucket_05.parquet
688032.SH,688032.SH,L,20211220,,禾迈股份,SSE,科创板,6,bucket_06.parquet
688037.SH,688037.SH,L,20191216,,芯源微,SSE,科创板,7,bucket_07.parquet
688048.SH,688048.SH,L,20220401,,长光华芯,SSE,科创板,9,bucket_09.parquet
688050.SH,688050.SH,L,20200729,,爱博医疗,SSE,科创板,10,bucket_10.parquet
688052.SH,688052.SH,L,20220422,,纳芯微,SSE,科创板,10,bucket_10.parquet
688062.SH,688062.SH,L,20220118,,迈威生物,SSE,科创板,12,bucket_12.parquet
688063.SH,688063.SH,L,20201230,,派能科技,SSE,科创板,12,bucket_12.parquet
688065.SH,688065.SH,L,20200812,,凯赛生物,SSE,科创板,13,bucket_13.parquet
688068.SH,688068.SH,L,20190930,,热景生物,SSE,科创板,13,bucket_13.parquet
688083.SH,688083.SH,L,20210311,,中望软件,SSE,科创板,16,bucket_16.parquet
688088.SH,688088.SH,L,20190722,,虹软科技,SSE,科创板,17,bucket_17.parquet
688091.SH,688091.SH,L,20210909,,上海谊众,SSE,科创板,18,bucket_18.parquet
688097.SH,688097.SH,L,20210512,,博众精工,SSE,科创板,19,bucket_19.parquet
688099.SH,688099.SH,L,20190808,,晶晨股份,SSE,科创板,19,bucket_19.parquet
688100.SH,688100.SH,L,20200121,,威胜信息,SSE,科创板,0,bucket_00.parquet
688102.SH,688102.SH,L,20220316,,斯瑞新材,SSE,科创板,0,bucket_00.parquet
688106.SH,688106.SH,L,20200616,,金宏气体,SSE,科创板,1,bucket_01.parquet
688107.SH,688107.SH,L,20211112,,安路科技,SSE,科创板,1,bucket_01.parquet
688110.SH,688110.SH,L,20211210,,东芯股份,SSE,科创板,2,bucket_02.parquet
688114.SH,688114.SH,L,20220909,,华大智造,SSE,科创板,2,bucket_02.parquet
688116.SH,688116.SH,L,20190925,,天奈科技,SSE,科创板,3,bucket_03.parquet
688120.SH,688120.SH,L,20220608,,华海清科,SSE,科创板,4,bucket_04.parquet
688122.SH,688122.SH,L,20190722,,西部超导,SSE,科创板,4,bucket_04.parquet
688123.SH,688123.SH,L,20191223,,聚辰股份,SSE,科创板,4,bucket_04.parquet
688127.SH,688127.SH,L,20200921,,蓝特光学,SSE,科创板,5,bucket_05.parquet
688128.SH,688128.SH,L,20191105,,中国电研,SSE,科创板,5,bucket_05.parquet
688131.SH,688131.SH,L,20210608,,皓元医药,SSE,科创板,6,bucket_06.parquet
688139.SH,688139.SH,L,20191025,,海尔生物,SSE,科创板,7,bucket_07.parquet
688141.SH,688141.SH,L,20221223,,杰华特,SSE,科创板,8,bucket_08.parquet
688146.SH,688146.SH,L,20230421,,中船特气,SSE,科创板,9,bucket_09.parquet
688147.SH,688147.SH,L,20221223,,微导纳米,SSE,科创板,9,bucket_09.parquet
688150.SH,688150.SH,L,20220318,,莱特光电,SSE,科创板,10,bucket_10.parquet
688153.SH,688153.SH,L,20220412,,唯捷创芯,SSE,科创板,10,bucket_10.parquet
688158.SH,688158.SH,L,20200120,,优刻得,SSE,科创板,11,bucket_11.parquet
688165.SH,688165.SH,L,20200715,,埃夫特,SSE,科创板,13,bucket_13.parquet
688166.SH,688166.SH,L,20191108,,博瑞医药,SSE,科创板,13,bucket_13.parquet
688172.SH,688172.SH,L,20221216,,燕东微,SSE,科创板,14,bucket_14.parquet
688177.SH,688177.SH,L,20200221,,百奥泰,SSE,科创板,15,bucket_15.parquet
688180.SH,688180.SH,L,20200715,,君实生物,SSE,科创板,16,bucket_16.parquet
