model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h5m80d50_ensemble,603005.SH,20260609,FAMILY_ONLY,3,0.0,-0.05533382494992356,-0.050000000000000155,45.99,43.44519739055302,3.0,stop_close,-0.005333824949923405
h5m80d50_ensemble,605358.SH,20260609,FAMILY_ONLY,3,0.0,-0.05533382494992356,-0.050000000000000155,74.0,69.90529695370566,3.0,stop_close,-0.005333824949923405
h5m80d50_ensemble,605376.SH,20260609,FAMILY_ONLY,3,0.0,-0.05533382494992345,-0.050000000000000044,192.7,182.03717193214973,3.0,stop_close,-0.005333824949923405
h5m80d50_ensemble,605589.SH,20260609,FAMILY_ONLY,3,1.0,0.06051857324902876,0.07999999999999996,60.1,63.73716625226663,2.0,profit_intraday,-0.019481426750971198
h5m80d50_ensemble,002354.SZ,20260608,FAMILY_ONLY,3,1.0,0.08556553616590956,0.08000000000000007,7.75,8.4131329052858,2.0,profit_intraday,0.00556553616590949
h5m80d50_ensemble,300260.SZ,20260608,FAMILY_ONLY,3,1.0,0.1580594679186229,0.15249393175271342,63.9,74.0,2.0,profit_open,0.00556553616590949
h5m80d50_ensemble,300811.SZ,20260608,FAMILY_ONLY,3,0.0,-0.053821727464774205,-0.050000000000000044,91.39,86.47123232699428,3.0,stop_close,-0.0038217274647741606
h5m80d50_ensemble,301217.SZ,20260608,CONSENSUS_2,2,1.0,0.08556553616590956,0.08000000000000007,117.8,127.87962016034415,2.0,profit_intraday,0.00556553616590949
h5m80d50_ensemble,605358.SH,20260608,CONSENSUS_2,2,1.0,0.11278195488721798,0.10721641872130849,66.5,74.0,2.0,profit_open,0.00556553616590949
h5m80d50_ensemble,688017.SH,20260608,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,0.0,-0.053821727464774205,-0.050000000000000044,413.0,390.77162655704825,3.0,stop_close,-0.0038217274647741606
h5m80d50_ensemble,301377.SZ,20260605,CONSENSUS_2,2,1.0,0.09536082474226815,0.10925274620130121,388.0,425.0,2.0,profit_open,-0.013891921459033063
h5m80d50_ensemble,600403.SH,20260605,CONSENSUS_2,2,0.0,-0.06915164933167606,-0.050000000000000044,8.23,7.6608819260003065,5.0,stop_close,-0.019151649331676013
h5m80d50_ensemble,600487.SH,20260605,FAMILY_ONLY,3,1.0,0.07801188546731486,0.09190380692634792,92.55,99.77,2.0,profit_open,-0.013891921459033063
h5m80d50_ensemble,601208.SH,20260605,CONSENSUS_2,2,1.0,0.12213302752293576,0.13602494898196882,52.32,58.71,2.0,profit_open,-0.013891921459033063
h5m80d50_ensemble,688630.SH,20260605,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,1.0,0.136947951779695,0.15083987323872805,350.06,398.0,2.0,profit_open,-0.013891921459033063
h5m80d50_ensemble,002484.SZ,20260604,FAMILY_ONLY,3,0.0,-0.0821814722031643,-0.050000000000000044,92.01,84.44848274258686,2.0,stop_close,-0.03218147220316425
h5m80d50_ensemble,600403.SH,20260604,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.11216216216216224,0.1443436343653265,7.4,8.23,2.0,profit_open,-0.03218147220316425
h5m80d50_ensemble,600487.SH,20260604,CONSENSUS_2,2,1.0,0.04781852779683571,0.07999999999999996,96.0,100.59057866849622,2.0,profit_intraday,-0.03218147220316425
h5m80d50_ensemble,605376.SH,20260604,CONSENSUS_2,2,1.0,0.05320495681532633,0.08000000000000007,183.55,193.31576982345317,4.0,profit_intraday,-0.02679504318467374
h5m80d50_ensemble,688017.SH,20260604,FAMILY_ONLY,3,1.0,0.1634549848193818,0.19563645702254606,322.78,375.54,2.0,profit_open,-0.03218147220316425
h5m80d50_ensemble,002156.SZ,20260603,CONSENSUS_2,2,0.0,-0.09026315203505897,-0.050000000000000044,70.01,63.69067672602553,3.0,stop_close,-0.040263152035058924
h5m80d50_ensemble,600487.SH,20260603,CONSENSUS_2,2,1.0,0.06880099148037022,0.08000000000000007,93.0,99.39849220767444,2.0,profit_intraday,-0.01119900851962985
h5m80d50_ensemble,601208.SH,20260603,CONSENSUS_3,1,1.0,0.06880099148037022,0.08000000000000007,55.45,59.26501497758653,2.0,profit_intraday,-0.01119900851962985
h5m80d50_ensemble,601869.SH,20260603,FAMILY_ONLY,3,1.0,0.06880099148037022,0.08000000000000007,434.9,464.82155119481297,2.0,profit_intraday,-0.01119900851962985
h5m80d50_ensemble,603663.SH,20260603,FAMILY_ONLY,3,1.0,0.04507829810204589,0.08000000000000007,69.05,72.16265648394626,5.0,profit_intraday,-0.03492170189795418
h5m80d50_ensemble,002851.SZ,20260602,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.06956251517346757,0.07999999999999996,148.0,158.2952522456732,2.0,profit_intraday,-0.010437484826532395
h5m80d50_ensemble,301171.SZ,20260602,CONSENSUS_2,2,0.0,-0.06328008977273691,-0.050000000000000155,43.77,41.00023047064731,3.0,stop_close,-0.013280089772736758
h5m80d50_ensemble,301511.SZ,20260602,FAMILY_ONLY,3,1.0,0.037716936598119366,0.07999999999999996,120.95,125.51186348154253,4.0,profit_intraday,-0.042283063401880594
